group	x	y	clickSelects
583	-44.75	35.25	6
583	-44.75	35.75	6
583	-44.25	35.75	6
583	-8.25	-0.25	6
583	-8.25	-0.75	6
583	-24.75	-0.75	6
583	-24.75	1.25	6
583	-25.75	1.25	6
583	-26.75	2.25	6
583	-27.25	2.25	6
583	-27.25	1.75	6
583	-25.75	0.25	6
583	-25.75	-0.25	6
583	-26.25	-0.75	6
583	-26.75	-0.75	6
583	-28.75	1.25	6
583	-28.75	2.75	6
583	-27.75	2.75	6
583	-26.25	4.25	6
583	-25.75	4.25	6
583	-25.25	3.75	6
583	-24.75	3.75	6
583	-24.75	4.25	6
583	-27.25	6.75	6
583	-28.25	6.75	6
583	-28.25	7.75	6
583	-29.25	7.75	6
583	-29.75	8.25	6
583	-30.75	8.25	6
583	-31.25	8.75	6
583	-31.25	9.75	6
583	-32.25	9.75	6
583	-32.75	10.25	6
583	-33.25	10.25	6
583	-33.75	9.75	6
583	-33.75	8.75	6
583	-34.75	8.75	6
583	-35.25	8.25	6
583	-35.75	8.25	6
583	-35.75	8.75	6
583	-34.25	10.25	6
583	-34.25	11.25	6
583	-33.25	12.25	6
583	-32.75	12.25	6
583	-32.25	11.75	6
583	-31.75	11.75	6
583	-31.75	12.25	6
583	-32.75	13.25	6
583	-34.25	13.25	6
583	-34.25	12.25	6
583	-35.25	12.25	6
583	-35.75	11.75	6
583	-35.75	9.75	6
583	-37.75	7.75	6
583	-37.75	6.25	6
583	-36.75	6.25	6
583	-36.25	5.75	6
583	-36.25	5.25	6
583	-37.25	4.25	6
583	-37.25	3.75	6
583	-36.75	3.75	6
583	-35.75	4.75	6
583	-35.25	4.75	6
583	-35.25	4.25	6
583	-35.75	3.75	6
583	-35.75	3.25	6
583	-35.25	2.75	6
583	-35.25	2.25	6
583	-36.25	2.25	6
583	-36.25	0.75	6
583	-35.25	-0.25	6
583	-35.25	-0.75	6
583	-44.75	-0.75	6
583	-44.75	3.75	6
583	-43.75	3.75	6
583	-43.25	4.25	6
583	-43.25	5.75	6
583	-43.75	5.75	6
583	-44.25	5.25	6
583	-44.75	5.25	6
583	-44.75	6.75	6
583	-44.25	7.25	6
583	-44.25	8.75	6
583	-44.75	9.25	6
583	-44.75	35.25	6
584	-34.75	-0.25	6
584	-34.75	-0.75	6
584	-34.25	-0.75	6
584	-33.75	-0.25	6
584	-33.75	0.25	6
584	-34.25	0.25	6
584	-34.75	-0.25	6
585	-32.75	-0.75	6
585	-32.75	-0.25	6
585	-32.25	0.25	6
585	-28.75	0.25	6
585	-28.25	-0.25	6
585	-28.25	-0.75	6
585	-32.75	-0.75	6
559	-44.75	8.25	48
559	-44.75	8.75	48
559	-44.25	8.75	48
559	-44.25	7.25	48
559	-44.75	7.25	48
559	-44.75	8.25	48
560	-44.75	4.25	48
560	-44.75	4.75	48
560	-43.75	5.75	48
560	-43.25	5.75	48
560	-43.25	4.25	48
560	-43.75	3.75	48
560	-44.25	3.75	48
560	-44.75	4.25	48
628	-35.75	11.25	77
628	-35.75	11.75	77
628	-35.25	12.25	77
628	-34.25	12.25	77
628	-34.25	13.25	77
628	-32.75	13.25	77
628	-31.75	12.25	77
628	-31.75	11.75	77
628	-32.25	11.75	77
628	-32.75	12.25	77
628	-33.25	12.25	77
628	-34.25	11.25	77
628	-34.25	10.25	77
628	-35.75	8.75	77
628	-35.75	8.25	77
628	-35.25	8.25	77
628	-34.75	8.75	77
628	-33.75	8.75	77
628	-33.75	9.75	77
628	-33.25	10.25	77
628	-32.75	10.25	77
628	-32.25	9.75	77
628	-31.25	9.75	77
