fill	x	y	xmin	xmax	ymin	ymax
#B4ABD6	4630	24	4605	4655	-1	49
#C0B8DD	4680	24	4655	4705	-1	49
#E7E4F2	4680	74	4655	4705	49	99
#D9D4EB	4730	74	4705	4755	49	99
#E8CDC9	4730	124	4705	4755	99	149
#D2CCE7	4780	124	4755	4805	99	149
#B6AED7	4780	174	4755	4805	149	199
#9E94CA	4830	174	4805	4855	149	199
#B5ACD7	4830	224	4805	4855	199	249
#CE9A94	4880	224	4855	4905	199	249
#CDC7E4	4730	24	4705	4755	-1	49
#D1CBE6	4780	74	4755	4805	49	99
#E8CDC9	4830	124	4805	4855	99	149
#EAD1CE	4880	174	4855	4905	149	199
#C5BEDF	4780	24	4755	4805	-1	49
#CB9690	4880	124	4855	4905	99	149
#F5E8E6	4830	74	4805	4855	49	99
#A1514B	4930	174	4905	4955	149	199
#948AC5	4830	24	4805	4855	-1	49
#EEDAD7	4880	74	4855	4905	49	99
#C68D86	4930	124	4905	4955	99	149
#C1BADD	4880	24	4855	4905	-1	49
#FAF4F3	4930	74	4905	4955	49	99
#CB968F	4980	124	4955	5005	99	149
#EBE8F4	4930	24	4905	4955	-1	49
#EAD1CE	4980	74	4955	5005	49	99
#9389C4	4980	24	4955	5005	-1	49
#832424	5030	74	5005	5055	49	99
#EED8D6	5030	24	5005	5055	-1	49
#8F84C2	5080	24	5055	5105	-1	49
