fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#0A0A0A	-0.25	0	-0.375	-0.125	-2.5	2.5
#2A2A2A	-0.75	0	-0.875	-0.625	-2.5	2.5
#5B5C5C	1.5	0	1.375	1.625	-2.5	2.5
#6D6D6D	-1.75	0	-1.875	-1.625	-2.5	2.5
#939393	2.75	0	2.625	2.875	-2.5	2.5
#717171	2	0	1.875	2.125	-2.5	2.5
#A5A5A5	3.5	0	3.375	3.625	-2.5	2.5
#ADADAD	3.25	0	3.125	3.375	-2.5	2.5
#3D3D3D	1	0	0.875	1.125	-2.5	2.5
#B7B7B7	-3.5	0	-3.625	-3.375	-2.5	2.5
#939393	-2.5	0	-2.625	-2.375	-2.5	2.5
#A4A4A4	-3	0	-3.125	-2.875	-2.5	2.5
#1A1A1A	-0.5	0	-0.625	-0.375	-2.5	2.5
#191919	0.5	0	0.375	0.625	-2.5	2.5
#0B0B0B	0.25	0	0.125	0.375	-2.5	2.5
#9B9B9B	-1.25	5	-1.375	-1.125	2.5	7.5
#2A2A2A	0.75	0	0.625	0.875	-2.5	2.5
#6C6C6C	1.75	0	1.625	1.875	-2.5	2.5
#4F4F4F	-1.25	0	-1.375	-1.125	-2.5	2.5
#4D4D4D	1.25	0	1.125	1.375	-2.5	2.5
#616161	-1.5	0	-1.625	-1.375	-2.5	2.5
#3E3E3E	-1	0	-1.125	-0.875	-2.5	2.5
#8B8B8B	2.25	0	2.125	2.375	-2.5	2.5
#7D7D7D	-2	0	-2.125	-1.875	-2.5	2.5
#B2B2B2	-3.75	0	-3.875	-3.625	-2.5	2.5
#868686	-2.25	0	-2.375	-2.125	-2.5	2.5
#B7B7B7	4	0	3.875	4.125	-2.5	2.5
#717171	-0.5	5	-0.625	-0.375	2.5	7.5
#B3B3B3	-2.75	0	-2.875	-2.625	-2.5	2.5
#717171	0.5	5	0.375	0.625	2.5	7.5
#ECECEC	-5	5	-5.125	-4.875	2.5	7.5
#9B9B9B	0.25	5	0.125	0.375	2.5	7.5
#767676	-0.75	5	-0.875	-0.625	2.5	7.5
#C2C2C2	-4	0	-4.125	-3.875	-2.5	2.5
#9F9F9F	2.5	0	2.375	2.625	-2.5	2.5
#747474	0.75	5	0.625	0.875	2.5	7.5
#B9B9B9	4.25	0	4.125	4.375	-2.5	2.5
#909090	-0.25	5	-0.375	-0.125	2.5	7.5
#868686	1	5	0.875	1.125	2.5	7.5
#A8A8A8	1.5	5	1.375	1.625	2.5	7.5
#828282	-1	5	-1.125	-0.875	2.5	7.5
#C9C9C9	2	5	1.875	2.125	2.5	7.5
#9B9B9B	1.25	5	1.125	1.375	2.5	7.5
#C0C0C0	-2	5	-2.125	-1.875	2.5	7.5
#D2D2D2	2.75	5	2.625	2.875	2.5	7.5
#ECECEC	3.25	5	3.125	3.375	2.5	7.5
#CDCDCD	3	0	2.875	3.125	-2.5	2.5
#D8D8D8	-2.75	5	-2.875	-2.625	2.5	7.5
#D8D8D8	-4.5	0	-4.625	-4.375	-2.5	2.5
#C0C0C0	2.25	5	2.125	2.375	2.5	7.5
#A1A1A1	0.75	10	0.625	0.875	7.5	12.5
#C2C2C2	-2.25	5	-2.375	-2.125	2.5	7.5
#BDBDBD	-0.5	10	-0.625	-0.375	7.5	12.5
#A4A4A4	-1.5	5	-1.625	-1.375	2.5	7.5
#B0B0B0	1	10	0.875	1.125	7.5	12.5
#FFFFFF	3	5	2.875	3.125	2.5	7.5
#E0E0E0	-4.5	5	-4.625	-4.375	2.5	7.5
#D8D8D8	-1.25	20	-1.375	-1.125	17.5	22.5
#E0E0E0	-0.75	15	-0.875	-0.625	12.5	17.5
#D2D2D2	1	15	0.875	1.125	12.5	17.5
#BBBBBB	1.75	5	1.625	1.875	2.5	7.5
#A4A4A4	-0.75	10	-0.875	-0.625	7.5	12.5
#B3B3B3	-1.75	5	-1.875	-1.625	2.5	7.5
#C9C9C9	-4.25	0	-4.375	-4.125	-2.5	2.5
#D2D2D2	-3.25	5	-3.375	-3.125	2.5	7.5
#ECECEC	4.75	5	4.625	4.875	2.5	7.5
#FFFFFF	-4.75	5	-4.875	-4.625	2.5	7.5
#D8D8D8	-1.25	15	-1.375	-1.125	12.5	17.5
#BBBBBB	-1.25	10	-1.375	-1.125	7.5	12.5
#E0E0E0	4.5	5	4.375	4.625	2.5	7.5
#BDBDBD	-1	10	-1.125	-0.875	7.5	12.5
#FFFFFF	-2.5	5	-2.625	-2.375	2.5	7.5
#D2D2D2	0.5	10	0.375	0.625	7.5	12.5
#C6C6C6	1.25	10	1.125	1.375	7.5	12.5
#E0E0E0	-3	5	-3.125	-2.875	2.5	7.5
#ECECEC	1.25	20	1.125	1.375	17.5	22.5
#ECECEC	0.75	15	0.625	0.875	12.5	17.5
#FFFFFF	1.75	25	1.625	1.875	22.5	27.5
#ECECEC	-1	15	-1.125	-0.875	12.5	17.5
#FFFFFF	1	20	0.875	1.125	17.5	22.5
#E0E0E0	1.25	15	1.125	1.375	12.5	17.5
#FFFFFF	-1.5	20	-1.625	-1.375	17.5	22.5
#ECECEC	1.5	10	1.375	1.625	7.5	12.5
#ECECEC	1.5	25	1.375	1.625	22.5	27.5
#FFFFFF	2	20	1.875	2.125	17.5	22.5
#D8D8D8	1.5	20	1.375	1.625	17.5	22.5
#FFFFFF	1.5	15	1.375	1.625	12.5	17.5
#FFFFFF	2	30	1.875	2.125	27.5	32.5
#FFFFFF	1.5	35	1.375	1.625	32.5	37.5
#FFFFFF	-1	20	-1.125	-0.875	17.5	22.5
