x	y	clickSelects	xmin	xmax	ymin	ymax
4630	24	4650,0	4605	4655	-1	49
4680	24	4700,0	4655	4705	-1	49
4680	74	4700,50	4655	4705	49	99
4730	74	4750,50	4705	4755	49	99
4730	124	4750,100	4705	4755	99	149
4780	124	4800,100	4755	4805	99	149
4780	174	4800,150	4755	4805	149	199
4830	174	4850,150	4805	4855	149	199
4830	224	4850,200	4805	4855	199	249
4880	224	4900,200	4855	4905	199	249
4730	24	4750,0	4705	4755	-1	49
4780	74	4800,50	4755	4805	49	99
4830	124	4850,100	4805	4855	99	149
4880	174	4900,150	4855	4905	149	199
4780	24	4800,0	4755	4805	-1	49
4880	124	4900,100	4855	4905	99	149
4830	74	4850,50	4805	4855	49	99
4930	174	4950,150	4905	4955	149	199
4830	24	4850,0	4805	4855	-1	49
4880	74	4900,50	4855	4905	49	99
4930	124	4950,100	4905	4955	99	149
4880	24	4900,0	4855	4905	-1	49
4930	74	4950,50	4905	4955	49	99
4980	124	5000,100	4955	5005	99	149
4930	24	4950,0	4905	4955	-1	49
4980	74	5000,50	4955	5005	49	99
4980	24	5000,0	4955	5005	-1	49
5030	74	5050,50	5005	5055	49	99
5030	24	5050,0	5005	5055	-1	49
5080	24	5100,0	5055	5105	-1	49
